Campus Number,Campus Name,District Number,District Name,County Number,County Name,Student Count,Dropout Count,Dropout Rate,,,,
014909008,Fred W Edwards Academy AEC,014909,Temple ISD,014,Bell County,217,10,4.6,,,,
014909008,Fred W Edwards Academy AEC,014909,Temple ISD,014,Bell County,181,3,1.7,,,,
014909008,Fred W Edwards Academy AEC,014909,Temple ISD,014,Bell County,217,10,4.6,,,,
014909008,Fred W Edwards Academy AEC,014909,Temple ISD,014,Bell County,181,3,1.7,,,,
014909041,Lamar Middle,014909,Temple ISD,014,Bell County,408,4,1.0,,,,
014909041,Lamar Middle,014909,Temple ISD,014,Bell County,407,4,1.0,,,,
014909041,Lamar Middle,014909,Temple ISD,014,Bell County,408,4,1.0,,,,
014909041,Lamar Middle,014909,Temple ISD,014,Bell County,407,4,1.0,,,,
014909042,Travis Science Academy,014909,Temple ISD,014,Bell County,481,1,0.2,,,,
014909042,Travis Science Academy,014909,Temple ISD,014,Bell County,480,1,0.2,,,,
014909042,Travis Science Academy,014909,Temple ISD,014,Bell County,481,1,0.2,,,,
014909042,Travis Science Academy,014909,Temple ISD,014,Bell County,480,1,0.2,,,,
014909044,Bonham Middle,014909,Temple ISD,014,Bell County,490,0,0.0,,,,
014909044,Bonham Middle,014909,Temple ISD,014,Bell County,490,0,0.0,,,,
014909044,Bonham Middle,014909,Temple ISD,014,Bell County,490,0,0.0,,,,
014909044,Bonham Middle,014909,Temple ISD,014,Bell County,490,0,0.0,,,,
014909198,Scott and White Hospital,014909,Temple ISD,014,Bell County,5,0,0.0,,,,
014909198,Scott and White Hospital,014909,Temple ISD,014,Bell County,-1,-1,-1,,,,
014909198,Scott and White Hospital,014909,Temple ISD,014,Bell County,5,0,0.0,,,,
014909198,Scott and White Hospital,014909,Temple ISD,014,Bell County,-1,-1,-1,,,,
014910001,Troy HS,014910,Troy ISD,014,Bell County,486,0,0.0,,,,
014910001,Troy HS,014910,Troy ISD,014,Bell County,485,0,0.0,,,,
014910001,Troy HS,014910,Troy ISD,014,Bell County,486,0,0.0,,,,
014910001,Troy HS,014910,Troy ISD,014,Bell County,485,0,0.0,,,,
014910041,Raymond Mays Middle,014910,Troy ISD,014,Bell County,297,0,0.0,,,,
014910041,Raymond Mays Middle,014910,Troy ISD,014,Bell County,297,0,0.0,,,,
014910041,Raymond Mays Middle,014910,Troy ISD,014,Bell County,297,0,0.0,,,,
014910041,Raymond Mays Middle,014910,Troy ISD,014,Bell County,297,0,0.0,,,,
015801001,Por Vida Academy Charter HS,015801,Por Vida Academy,015,Bexar County,187,57,30.5,,,,
015801001,Por Vida Academy Charter HS,015801,Por Vida Academy,015,Bexar County,135,31,23.0,,,,
015801001,Por Vida Academy Charter HS,015801,Por Vida Academy,015,Bexar County,187,57,30.5,,,,
015801001,Por Vida Academy Charter HS,015801,Por Vida Academy,015,Bexar County,135,31,23.0,,,,
015801002,Por Vida Academy Corpus Christi,015801,Por Vida Academy,015,Bexar County,63,6,9.5,,,,
015801002,Por Vida Academy Corpus Christi,015801,Por Vida Academy,015,Bexar County,49,5,10.2,,,,
015801002,Por Vida Academy Corpus Christi,015801,Por Vida Academy,015,Bexar County,63,6,9.5,,,,
015801002,Por Vida Academy Corpus Christi,015801,Por Vida Academy,015,Bexar County,49,5,10.2,,,,
015802001,George Gervin Academy,015802,George Gervin Academy,015,Bexar County,142,0,0.0,,,,
015802001,George Gervin Academy,015802,George Gervin Academy,015,Bexar County,141,0,0.0,,,,
015802001,George Gervin Academy,015802,George Gervin Academy,015,Bexar County,59,0,0.0,,,,
015802001,George Gervin Academy,015802,George Gervin Academy,015,Bexar County,59,0,0.0,,,,
015802001,George Gervin Academy,015802,George Gervin Academy,015,Bexar County,83,0,0.0,,,,
015802001,George Gervin Academy,015802,George Gervin Academy,015,Bexar County,82,0,0.0,,,,
015802004,Ruth Jones McClendon Middle,015802,George Gervin Academy,015,Bexar County,114,0,0.0,,,,
015802004,Ruth Jones McClendon Middle,015802,George Gervin Academy,015,Bexar County,113,0,0.0,,,,
015802004,Ruth Jones McClendon Middle,015802,George Gervin Academy,015,Bexar County,82,0,0.0,,,,
015802004,Ruth Jones McClendon Middle,015802,George Gervin Academy,015,Bexar County,82,0,0.0,,,,
015802004,Ruth Jones McClendon Middle,015802,George Gervin Academy,015,Bexar County,32,0,0.0,,,,
015802004,Ruth Jones McClendon Middle,015802,George Gervin Academy,015,Bexar County,31,0,0.0,,,,
015805001,Frank L Madla ECHS,015805,New Frontiers Public Schools Inc,015,Bexar County,157,1,0.6,,,,
015805001,Frank L Madla ECHS,015805,New Frontiers Public Schools Inc,015,Bexar County,156,1,0.6,,,,
015805001,Frank L Madla ECHS,015805,New Frontiers Public Schools Inc,015,Bexar County,157,1,0.6,,,,
015805001,Frank L Madla ECHS,015805,New Frontiers Public Schools Inc,015,Bexar County,156,1,0.6,,,,
015806003,Legacy Traditional School-Lee,015806,Legacy Traditional Schools-Texas,015,Bexar County,98,0,0.0,,,,
015806003,Legacy Traditional School-Lee,015806,Legacy Traditional Schools-Texas,015,Bexar County,96,0,0.0,,,,
015806003,Legacy Traditional School-Lee,015806,Legacy Traditional Schools-Texas,015,Bexar County,98,0,0.0,,,,
015806003,Legacy Traditional School-Lee,015806,Legacy Traditional Schools-Texas,015,Bexar County,96,0,0.0,,,,
015806041,Legacy Traditional School-Saenz JH,015806,Legacy Traditional Schools-Texas,015,Bexar County,45,0,0.0,,,,
015806041,Legacy Traditional School-Saenz JH,015806,Legacy Traditional Schools-Texas,015,Bexar County,45,0,0.0,,,,
015806041,Legacy Traditional School-Saenz JH,015806,Legacy Traditional Schools-Texas,015,Bexar County,45,0,0.0,,,,
015806041,Legacy Traditional School-Saenz JH,015806,Legacy Traditional Schools-Texas,015,Bexar County,45,0,0.0,,,,
015807002,Southwest Preparatory Southeast,015807,Southwest Preparatory School,015,Bexar County,90,1,1.1,,,,
015807002,Southwest Preparatory Southeast,015807,Southwest Preparatory School,015,Bexar County,86,1,1.2,,,,
015807002,Southwest Preparatory Southeast,015807,Southwest Preparatory School,015,Bexar County,43,0,0.0,,,,
015807002,Southwest Preparatory Southeast,015807,Southwest Preparatory School,015,Bexar County,43,0,0.0,,,,
015807002,Southwest Preparatory Southeast,015807,Southwest Preparatory School,015,Bexar County,47,1,2.1,,,,
015807002,Southwest Preparatory Southeast,015807,Southwest Preparatory School,015,Bexar County,43,1,2.3,,,,
015807004,Southwest Preparatory School,015807,Southwest Preparatory School,015,Bexar County,184,10,5.4,,,,
015807004,Southwest Preparatory School,015807,Southwest Preparatory School,015,Bexar County,183,10,5.5,,,,
015807004,Southwest Preparatory School,015807,Southwest Preparatory School,015,Bexar County,57,2,3.5,,,,
015807004,Southwest Preparatory School,015807,Southwest Preparatory School,015,Bexar County,57,2,3.5,,,,
015807004,Southwest Preparatory School,015807,Southwest Preparatory School,015,Bexar County,127,8,6.3,,,,
015807004,Southwest Preparatory School,015807,Southwest Preparatory School,015,Bexar County,126,8,6.3,,,,
015807005,New Directions,015807,Southwest Preparatory School,015,Bexar County,88,0,0.0,,,,
015807005,New Directions,015807,Southwest Preparatory School,015,Bexar County,86,0,0.0,,,,
015807005,New Directions,015807,Southwest Preparatory School,015,Bexar County,25,0,0.0,,,,
015807005,New Directions,015807,Southwest Preparatory School,015,Bexar County,25,0,0.0,,,,
015807005,New Directions,015807,Southwest Preparatory School,015,Bexar County,63,0,0.0,,,,
015807005,New Directions,015807,Southwest Preparatory School,015,Bexar County,61,0,0.0,,,,
015807102,Seguin El,015807,Southwest Preparatory School,015,Bexar County,45,0,0.0,,,,
015807102,Seguin El,015807,Southwest Preparatory School,015,Bexar County,45,0,0.0,,,,
015807102,Seguin El,015807,Southwest Preparatory School,015,Bexar County,32,0,0.0,,,,
015807102,Seguin El,015807,Southwest Preparatory School,015,Bexar County,32,0,0.0,,,,
015807102,Seguin El,015807,Southwest Preparatory School,015,Bexar County,13,0,0.0,,,,
015807102,Seguin El,015807,Southwest Preparatory School,015,Bexar County,13,0,0.0,,,,
015808009,Anne Frank Inspire Academy,015808,Inspire Academies,015,Bexar County,247,3,1.2,,,,
015808009,Anne Frank Inspire Academy,015808,Inspire Academies,015,Bexar County,244,3,1.2,,,,
015808009,Anne Frank Inspire Academy,015808,Inspire Academies,015,Bexar County,96,0,0.0,,,,
015808009,Anne Frank Inspire Academy,015808,Inspire Academies,015,Bexar County,96,0,0.0,,,,
015808009,Anne Frank Inspire Academy,015808,Inspire Academies,015,Bexar County,151,3,2.0,,,,
015808009,Anne Frank Inspire Academy,015808,Inspire Academies,015,Bexar County,148,3,2.0,,,,
015808012,JHW Inspire Academy-Legacy Ranch,015808,Inspire Academies,015,Bexar County,-1,-1,-1,,,,
015808012,JHW Inspire Academy-Legacy Ranch,015808,Inspire Academies,015,Bexar County,-1,-1,-1,,,,
015808012,JHW Inspire Academy-Legacy Ranch,015808,Inspire Academies,015,Bexar County,-1,-1,-1,,,,
015808012,JHW Inspire Academy-Legacy Ranch,015808,Inspire Academies,015,Bexar County,-1,-1,-1,,,,
015808016,JHW Inspire Academies-Rise,015808,Inspire Academies,015,Bexar County,29,5,17.2,,,,
015808016,JHW Inspire Academies-Rise,015808,Inspire Academies,015,Bexar County,26,4,15.4,,,,
015808016,JHW Inspire Academies-Rise,015808,Inspire Academies,015,Bexar County,29,5,17.2,,,,
015808016,JHW Inspire Academies-Rise,015808,Inspire Academies,015,Bexar County,26,4,15.4,,,,
015809101,Bexar County Academy,015809,Bexar County Academy,015,Bexar County,45,2,4.4,,,,
015809101,Bexar County Academy,015809,Bexar County Academy,015,Bexar County,45,2,4.4,,,,
015809101,Bexar County Academy,015809,Bexar County Academy,015,Bexar County,45,2,4.4,,,,
015809101,Bexar County Academy,015809,Bexar County Academy,015,Bexar County,45,2,4.4,,,,
015814001,Positive Solutions Charter,015814,Positive Solutions Charter School,015,Bexar County,173,49,28.3,,,,
015814001,Positive Solutions Charter,015814,Positive Solutions Charter School,015,Bexar County,133,36,27.1,,,,
015814001,Positive Solutions Charter,015814,Positive Solutions Charter School,015,Bexar County,173,49,28.3,,,,
015814001,Positive Solutions Charter,015814,Positive Solutions Charter School,015,Bexar County,133,36,27.1,,,,
015815041,Heritage Academy of Del Rio,015815,Heritage Academy,015,Bexar County,192,0,0.0,,,,
015815041,Heritage Academy of Del Rio,015815,Heritage Academy,015,Bexar County,192,0,0.0,,,,
015815041,Heritage Academy of Del Rio,015815,Heritage Academy,015,Bexar County,192,0,0.0,,,,
015815041,Heritage Academy of Del Rio,015815,Heritage Academy,015,Bexar County,192,0,0.0,,,,
015815042,Heritage Academy of Del Rio Middle,015815,Heritage Academy,015,Bexar County,158,0,0.0,,,,
015815042,Heritage Academy of Del Rio Middle,015815,Heritage Academy,015,Bexar County,158,0,0.0,,,,
015815042,Heritage Academy of Del Rio Middle,015815,Heritage Academy,015,Bexar County,158,0,0.0,,,,
015815042,Heritage Academy of Del Rio Middle,015815,Heritage Academy,015,Bexar County,158,0,0.0,,,,
015815101,Heritage Academy,015815,Heritage Academy,015,Bexar County,30,0,0.0,,,,
015815101,Heritage Academy,015815,Heritage Academy,015,Bexar County,30,0,0.0,,,,
015815101,Heritage Academy,015815,Heritage Academy,015,Bexar County,30,0,0.0,,,,
015815101,Heritage Academy,015815,Heritage Academy,015,Bexar County,30,0,0.0,,,,
015822001,Jubilee San Antonio,015822,Jubilee Academies,015,Bexar County,512,5,1.0,,,,
015822001,Jubilee San Antonio,015822,Jubilee Academies,015,Bexar County,510,4,0.8,,,,
015822001,Jubilee San Antonio,015822,Jubilee Academies,015,Bexar County,207,2,1.0,,,,
015822001,Jubilee San Antonio,015822,Jubilee Academies,015,Bexar County,207,2,1.0,,,,
015822001,Jubilee San Antonio,015822,Jubilee Academies,015,Bexar County,305,3,1.0,,,,
015822001,Jubilee San Antonio,015822,Jubilee Academies,015,Bexar County,303,2,0.7,,,,
015822002,Jubilee Highland Hills,015822,Jubilee Academies,015,Bexar County,171,0,0.0,,,,
015822002,Jubilee Highland Hills,015822,Jubilee Academies,015,Bexar County,171,0,0.0,,,,
015822002,Jubilee Highland Hills,015822,Jubilee Academies,015,Bexar County,171,0,0.0,,,,
015822002,Jubilee Highland Hills,015822,Jubilee Academies,015,Bexar County,171,0,0.0,,,,
015822004,Jubilee-Lake View University Prep,015822,Jubilee Academies,015,Bexar County,235,6,2.6,,,,
015822004,Jubilee-Lake View University Prep,015822,Jubilee Academies,015,Bexar County,235,6,2.6,,,,
015822004,Jubilee-Lake View University Prep,015822,Jubilee Academies,015,Bexar County,113,2,1.8,,,,
015822004,Jubilee-Lake View University Prep,015822,Jubilee Academies,015,Bexar County,113,2,1.8,,,,
015822004,Jubilee-Lake View University Prep,015822,Jubilee Academies,015,Bexar County,122,4,3.3,,,,
015822004,Jubilee-Lake View University Prep,015822,Jubilee Academies,015,Bexar County,122,4,3.3,,,,
015822005,Jubilee Highland Park,015822,Jubilee Academies,015,Bexar County,72,0,0.0,,,,
015822005,Jubilee Highland Park,015822,Jubilee Academies,015,Bexar County,71,0,0.0,,,,
015822005,Jubilee Highland Park,015822,Jubilee Academies,015,Bexar County,72,0,0.0,,,,
015822005,Jubilee Highland Park,015822,Jubilee Academies,015,Bexar County,71,0,0.0,,,,
015822006,Jubilee Kingsville,015822,Jubilee Academies,015,Bexar County,72,0,0.0,,,,
015822006,Jubilee Kingsville,015822,Jubilee Academies,015,Bexar County,72,0,0.0,,,,
015822006,Jubilee Kingsville,015822,Jubilee Academies,015,Bexar County,72,0,0.0,,,,
015822006,Jubilee Kingsville,015822,Jubilee Academies,015,Bexar County,72,0,0.0,,,,
015822008,Jubilee Harlingen,015822,Jubilee Academies,015,Bexar County,70,0,0.0,,,,
015822008,Jubilee Harlingen,015822,Jubilee Academies,015,Bexar County,70,0,0.0,,,,
015822008,Jubilee Harlingen,015822,Jubilee Academies,015,Bexar County,70,0,0.0,,,,
015822008,Jubilee Harlingen,015822,Jubilee Academies,015,Bexar County,70,0,0.0,,,,
015822009,Jubilee Wells Branch,015822,Jubilee Academies,015,Bexar County,187,3,1.6,,,,
015822009,Jubilee Wells Branch,015822,Jubilee Academies,015,Bexar County,186,3,1.6,,,,
015822009,Jubilee Wells Branch,015822,Jubilee Academies,015,Bexar County,110,1,0.9,,,,
015822009,Jubilee Wells Branch,015822,Jubilee Academies,015,Bexar County,110,1,0.9,,,,
015822009,Jubilee Wells Branch,015822,Jubilee Academies,015,Bexar County,77,2,2.6,,,,
015822009,Jubilee Wells Branch,015822,Jubilee Academies,015,Bexar County,76,2,2.6,,,,
015822010,Jubilee Brownsville,015822,Jubilee Academies,015,Bexar County,627,1,0.2,,,,
015822010,Jubilee Brownsville,015822,Jubilee Academies,015,Bexar County,625,1,0.2,,,,
015822010,Jubilee Brownsville,015822,Jubilee Academies,015,Bexar County,262,0,0.0,,,,
015822010,Jubilee Brownsville,015822,Jubilee Academies,015,Bexar County,262,0,0.0,,,,
015822010,Jubilee Brownsville,015822,Jubilee Academies,015,Bexar County,365,1,0.3,,,,
015822010,Jubilee Brownsville,015822,Jubilee Academies,015,Bexar County,363,1,0.3,,,,
015822013,Jubilee Academies Middle,015822,Jubilee Academies,015,Bexar County,92,2,2.2,,,,
015822013,Jubilee Academies Middle,015822,Jubilee Academies,015,Bexar County,92,2,2.2,,,,
015822013,Jubilee Academies Middle,015822,Jubilee Academies,015,Bexar County,92,2,2.2,,,,
015822013,Jubilee Academies Middle,015822,Jubilee Academies,015,Bexar County,92,2,2.2,,,,
015822014,Jubilee Sendero,015822,Jubilee Academies,015,Bexar County,6,0,0.0,,,,
015822014,Jubilee Sendero,015822,Jubilee Academies,015,Bexar County,6,0,0.0,,,,
015822014,Jubilee Sendero,015822,Jubilee Academies,015,Bexar County,6,0,0.0,,,,
015822014,Jubilee Sendero,015822,Jubilee Academies,015,Bexar County,6,0,0.0,,,,
015825001,Lighthouse Charter School-B Campus,015825,Lighthouse Public Schools,015,Bexar County,82,1,1.2,,,,
015825001,Lighthouse Charter School-B Campus,015825,Lighthouse Public Schools,015,Bexar County,80,0,0.0,,,,
015825001,Lighthouse Charter School-B Campus,015825,Lighthouse Public Schools,015,Bexar County,82,1,1.2,,,,
015825001,Lighthouse Charter School-B Campus,015825,Lighthouse Public Schools,015,Bexar County,80,0,0.0,,,,
015825002,Lighthouse High,015825,Lighthouse Public Schools,015,Bexar County,71,3,4.2,,,,
015825002,Lighthouse High,015825,Lighthouse Public Schools,015,Bexar County,68,3,4.4,,,,
015825002,Lighthouse High,015825,Lighthouse Public Schools,015,Bexar County,71,3,4.2,,,,
015825002,Lighthouse High,015825,Lighthouse Public Schools,015,Bexar County,68,3,4.4,,,,
015827001,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,452,0,0.0,,,,
015827001,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,450,0,0.0,,,,
015827001,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,142,0,0.0,,,,
015827001,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,141,0,0.0,,,,
015827001,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,310,0,0.0,,,,
015827001,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,309,0,0.0,,,,
015827002,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,129,0,0.0,,,,
015827002,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,129,0,0.0,,,,
015827002,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,129,0,0.0,,,,
015827002,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,129,0,0.0,,,,
015827003,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,77,0,0.0,,,,
015827003,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,77,0,0.0,,,,
015827003,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,77,0,0.0,,,,
015827003,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,77,0,0.0,,,,
015827004,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,103,0,0.0,,,,
015827004,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,103,0,0.0,,,,
015827004,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,103,0,0.0,,,,
015827004,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,103,0,0.0,,,,
015827005,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,93,0,0.0,,,,
015827005,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,93,0,0.0,,,,
015827005,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,93,0,0.0,,,,
015827005,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,93,0,0.0,,,,
015827006,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,126,1,0.8,,,,
015827006,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,126,1,0.8,,,,
015827006,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,54,0,0.0,,,,
015827006,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,54,0,0.0,,,,
015827006,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,72,1,1.4,,,,
015827006,School of Science and Technology,015827,School of Science and Technology,015,Bexar County,72,1,1.4,,,,
015828001,Harmony Science Acad,015828,Harmony Public Schools-South Texas,015,Bexar County,660,1,0.2,,,,
015828001,Harmony Science Acad,015828,Harmony Public Schools-South Texas,015,Bexar County,658,1,0.2,,,,
015828001,Harmony Science Acad,015828,Harmony Public Schools-South Texas,015,Bexar County,220,0,0.0,,,,
015828001,Harmony Science Acad,015828,Harmony Public Schools-South Texas,015,Bexar County,220,0,0.0,,,,
015828001,Harmony Science Acad,015828,Harmony Public Schools-South Texas,015,Bexar County,440,1,0.2,,,,
015828001,Harmony Science Acad,015828,Harmony Public Schools-South Texas,015,Bexar County,438,1,0.2,,,,
015828002,Harmony School of Innovation-San,015828,Harmony Public Schools-South Texas,015,Bexar County,101,1,1.0,,,,
015828002,Harmony School of Innovation-San,015828,Harmony Public Schools-South Texas,015,Bexar County,101,1,1.0,,,,
015828002,Harmony School of Innovation-San,015828,Harmony Public Schools-South Texas,015,Bexar County,101,1,1.0,,,,
015828002,Harmony School of Innovation-San,015828,Harmony Public Schools-South Texas,015,Bexar County,101,1,1.0,,,,
015828003,Harmony Science Academy-Laredo,015828,Harmony Public Schools-South Texas,015,Bexar County,447,0,0.0,,,,
015828003,Harmony Science Academy-Laredo,015828,Harmony Public Schools-South Texas,015,Bexar County,447,0,0.0,,,,
015828003,Harmony Science Academy-Laredo,015828,Harmony Public Schools-South Texas,015,Bexar County,447,0,0.0,,,,
015828003,Harmony Science Academy-Laredo,015828,Harmony Public Schools-South Texas,015,Bexar County,447,0,0.0,,,,
015828005,Harmony Science Academy,015828,Harmony Public Schools-South Texas,015,Bexar County,90,0,0.0,,,,
015828005,Harmony Science Academy,015828,Harmony Public Schools-South Texas,015,Bexar County,90,0,0.0,,,,
015828005,Harmony Science Academy,015828,Harmony Public Schools-South Texas,015,Bexar County,90,0,0.0,,,,
015828005,Harmony Science Academy,015828,Harmony Public Schools-South Texas,015,Bexar County,90,0,0.0,,,,
015828007,Harmony School of Innovation,015828,Harmony Public Schools-South Texas,015,Bexar County,539,1,0.2,,,,
015828007,Harmony School of Innovation,015828,Harmony Public Schools-South Texas,015,Bexar County,538,1,0.2,,,,
015828007,Harmony School of Innovation,015828,Harmony Public Schools-South Texas,015,Bexar County,171,0,0.0,,,,
015828007,Harmony School of Innovation,015828,Harmony Public Schools-South Texas,015,Bexar County,171,0,0.0,,,,
015828007,Harmony School of Innovation,015828,Harmony Public Schools-South Texas,015,Bexar County,368,1,0.3,,,,
015828007,Harmony School of Innovation,015828,Harmony Public Schools-South Texas,015,Bexar County,367,1,0.3,,,,
015828008,Harmony School of Excellence,015828,Harmony Public Schools-South Texas,015,Bexar County,631,1,0.2,,,,
015828008,Harmony School of Excellence,015828,Harmony Public Schools-South Texas,015,Bexar County,626,1,0.2,,,,
015828008,Harmony School of Excellence,015828,Harmony Public Schools-South Texas,015,Bexar County,631,1,0.2,,,,
015828008,Harmony School of Excellence,015828,Harmony Public Schools-South Texas,015,Bexar County,626,1,0.2,,,,
015830001,Brooks Academy of Science,015830,Brooks Academies of Texas,015,Bexar County,671,14,2.1,,,,
015830001,Brooks Academy of Science,015830,Brooks Academies of Texas,015,Bexar County,663,12,1.8,,,,
015830001,Brooks Academy of Science,015830,Brooks Academies of Texas,015,Bexar County,281,0,0.0,,,,
015830001,Brooks Academy of Science,015830,Brooks Academies of Texas,015,Bexar County,281,0,0.0,,,,
015830001,Brooks Academy of Science,015830,Brooks Academies of Texas,015,Bexar County,390,14,3.6,,,,
015830001,Brooks Academy of Science,015830,Brooks Academies of Texas,015,Bexar County,382,12,3.1,,,,
015830101,Brooks Collegiate Academy,015830,Brooks Academies of Texas,015,Bexar County,750,11,1.5,,,,
015830101,Brooks Collegiate Academy,015830,Brooks Academies of Texas,015,Bexar County,746,10,1.3,,,,
015830101,Brooks Collegiate Academy,015830,Brooks Academies of Texas,015,Bexar County,349,3,0.9,,,,
015830101,Brooks Collegiate Academy,015830,Brooks Academies of Texas,015,Bexar County,349,3,0.9,,,,
015830101,Brooks Collegiate Academy,015830,Brooks Academies of Texas,015,Bexar County,401,8,2.0,,,,
015830101,Brooks Collegiate Academy,015830,Brooks Academies of Texas,015,Bexar County,397,7,1.8,,,,
015831001,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,108,0,0.0,,,,
015831001,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,108,0,0.0,,,,
015831001,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,108,0,0.0,,,,
015831001,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,108,0,0.0,,,,
015831002,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,571,0,0.0,,,,
015831002,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,571,0,0.0,,,,
015831002,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,277,0,0.0,,,,
015831002,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,277,0,0.0,,,,
015831002,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,294,0,0.0,,,,
015831002,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,294,0,0.0,,,,
015831003,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,105,0,0.0,,,,
015831003,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,105,0,0.0,,,,
015831003,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,105,0,0.0,,,,
015831003,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,105,0,0.0,,,,
015831004,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,96,0,0.0,,,,
015831004,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,95,0,0.0,,,,
015831004,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,96,0,0.0,,,,
015831004,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,95,0,0.0,,,,
015831005,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,117,0,0.0,,,,
015831005,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,117,0,0.0,,,,
015831005,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,117,0,0.0,,,,
015831005,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,117,0,0.0,,,,
015831006,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,60,0,0.0,,,,
015831006,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,60,0,0.0,,,,
015831006,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,60,0,0.0,,,,
015831006,School of Science and Technology,015831,School of Science and Technology,015,Bexar County,60,0,0.0,,,,
015833001,Henry Ford Academy Alameda,015833,Henry Ford Academy Alameda,015,Bexar County,103,6,5.8,,,,
015833001,Henry Ford Academy Alameda,015833,Henry Ford Academy Alameda,015,Bexar County,101,5,5.0,,,,
015833001,Henry Ford Academy Alameda,015833,Henry Ford Academy Alameda,015,Bexar County,103,6,5.8,,,,
015833001,Henry Ford Academy Alameda,015833,Henry Ford Academy Alameda,015,Bexar County,101,5,5.0,,,,
015834001,Basis San Antonio-Shavano Campus,015834,Basis Texas,015,Bexar County,761,1,0.1,,,,
015834001,Basis San Antonio-Shavano Campus,015834,Basis Texas,015,Bexar County,761,1,0.1,,,,
015834001,Basis San Antonio-Shavano Campus,015834,Basis Texas,015,Bexar County,412,0,0.0,,,,
015834001,Basis San Antonio-Shavano Campus,015834,Basis Texas,015,Bexar County,412,0,0.0,,,,
015834001,Basis San Antonio-Shavano Campus,015834,Basis Texas,015,Bexar County,349,1,0.3,,,,
015834001,Basis San Antonio-Shavano Campus,015834,Basis Texas,015,Bexar County,349,1,0.3,,,,
015834004,Basis Austin,015834,Basis Texas,015,Bexar County,33,0,0.0,,,,
015834004,Basis Austin,015834,Basis Texas,015,Bexar County,33,0,0.0,,,,
015834004,Basis Austin,015834,Basis Texas,015,Bexar County,33,0,0.0,,,,
015834004,Basis Austin,015834,Basis Texas,015,Bexar County,33,0,0.0,,,,
015835002,Great Hearts Monte Vista North,015835,Great Hearts Texas,015,Bexar County,409,0,0.0,,,,
015835002,Great Hearts Monte Vista North,015835,Great Hearts Texas,015,Bexar County,409,0,0.0,,,,
015835002,Great Hearts Monte Vista North,015835,Great Hearts Texas,015,Bexar County,165,0,0.0,,,,
015835002,Great Hearts Monte Vista North,015835,Great Hearts Texas,015,Bexar County,165,0,0.0,,,,
015835002,Great Hearts Monte Vista North,015835,Great Hearts Texas,015,Bexar County,244,0,0.0,,,,
015835002,Great Hearts Monte Vista North,015835,Great Hearts Texas,015,Bexar County,244,0,0.0,,,,
